category,city,email,name,phones,site,social
Строительная компания,Костромская область,,ТМК,,,https://vk.com/okna_dveri_potolki_kostroma_tmk
Строительная компания,Костромская область,,СвайМастер,tel:+79206419111,,
Строительная компания,Костромская область,,Теплотехник,tel:+79109563434,,https://instagram.com/artem_zhuikov
Строительная компания,Костромская область,,Первый,tel:+74942480103,,
Строительная компания,Костромская область,,СтройHouse,tel:+79607382222,,"https://wa.me/79303909999?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://wa.me/79607382222?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A"
Строительная компания,Костромская область,,СтройУниверсал,,www.strojun.tiu.ru,
Строительная компания,Костромская область,,АкваМастер,tel:+74942544433,Аквамастер44.рф,
Строительная компания,Костромская область,,Форестер44,tel:+79108062990,,viber://chat/?number=+79108062990
Строительная компания,Костромская область,,"СУ-3, специализированный застройщик",tel:+79159195505,yug44.ru,"https://vk.com/yug44,https://ok.ru/yug44,https://facebook.com/yug44.ru,https://instagram.com/yug44.ru,https://wa.me/79159042756?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://wa.me/79159195505?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79159042756"
Строительная компания,Костромская область,,"БытСтрой, строительно-производственная компания",tel:+74942466474,www.bytstroi44.ru,
Строительная компания,Костромская область,,Тепломонтажналадка,tel:+74942552211,www.tmn44.ru,
Строительная компания,Костромская область,,Гросс.хаус,tel:+79159299377,gross.house,"https://vk.com/fazendadomru,https://instagram.com/gross__house,https://wa.me/79159299377?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A"
Строительная компания,Костромская область,,"Мегаполис, специализированный застройщик",tel:+74942303715,44megapolis.ru,"https://vk.com/44megapolis,https://instagram.com/44megapolis,https://facebook.com/megapoliskostroma"
Строительная компания,Костромская область,,Костромская губерния,tel:+79066669696,kosguber.ru,https://wa.me/79066669696?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A
Строительная компания,Воронежская область,,СГС-Черноземье,tel:+74732030918,www.sgs-vrn.ru,https://wa.me/79202260585?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A
Строительная компания,Воронежская область,,РегионТехСтрой,tel:+74732395590,www.rtscompany.ru,
Строительная компания,Воронежская область,,РуСТЕК,tel:+74732289194,,"https://facebook.com/100026898232401,https://instagram.com/rustekvrn,https://wa.me/79102442322?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A"
Строительная компания,Воронежская область,,Альфа плюс,tel:88007770193,www.alfa-plus.su,"https://instagram.com/domamechty_alfaplus,https://vk.com/club32656196,https://ok.ru/group/50949922226369"
Строительная компания,Воронежская область,,СК АТОМ СТРОЙ,tel:+74732332847,atomstroi.ru,
Строительная компания,Воронежская область,,Специализированный застройщик ЖБИ2-ИНВЕСТ,tel:+74732398384,"легенда-парк.рф,admiral-vrn.ru",
Строительная компания,Воронежская область,,Специализированный застройщик ЖБИ2-ИНВЕСТ,tel:+74732008989,жби2инвест.рф,
Строительная компания,Воронежская область,,Мастер дом,tel:+74732622228,мастер-дом36.рф,
Строительная компания,Воронежская область,,Семья,tel:+74732020304,www.semya.group,
Строительная компания,Воронежская область,,Стэл-инвест,tel:+74732253076,www.stelinvest.ru,https://vk.com/club42594435
Строительная компания,Воронежская область,,Воронеж-Дом,tel:+74732779977,www.voronezh-dom.com,
Строительная компания,Воронежская область,,"ВЫБОР, специализированный застройщик",tel:+74732202340,www.vyborstroi.ru,"https://vk.com/vyborstroiru,https://facebook.com/vyborstroiru,https://youtube.com/channel/UChw_Lee2dycKJcPI2_n6_Bg"
Строительная компания,Воронежская область,,Городская дирекция дорожного хозяйства и благоустройства,tel:+74732780190,,
Строительная компания,Воронежская область,,СтройДом36,tel:+74732295269,stroidom36.ru,"https://vk.com/stroidom36ru,https://wa.me/79507510199?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://wa.me/79507520255?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A"
Строительная компания,Воронежская область,,"Союзкомплект, группа компаний",tel:+74732022606,www.souzkomplekt.ru,
Строительная компания,Воронежская область,,Корифей,tel:+74732499466,korsp.com,
Строительная компания,Воронежская область,,Нептун,tel:+74732000606,neptunbio.ru,
Строительная компания,Воронежская область,,Левобережник,tel:+74732499749,,
Строительная компания,Воронежская область,,СМУР,tel:+74732330012,www.smur.ru,
Строительная компания,Воронежская область,,ДОМА СИП ПОД КЛЮЧ,tel:+74732293984,rus-sip.ru,https://wa.me/79304290090?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A
Строительная компания,Воронежская область,,Мой Дом,tel:+74732293886,housevrn.ru,
Строительная компания,Воронежская область,,Александровский Сад,,www.aleksandrovsad.ru,
Строительная компания,Воронежская область,,Электронжилсоцстрой,tel:+74732262808,www.ejss.ru,https://wa.me/79529564015?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A
Строительная компания,Воронежская область,,Строй Лавка,tel:+74732390019,stroylavka36.ru,"https://instagram.com/stroylavka,https://wa.me/79204621140?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79204621140"
Строительная компания,Воронежская область,,БиК,tel:+74732502417,www.bcbik.ru,
Строительная компания, Калужская область,,CTK40,tel:+79036361331,CTK40.ru,"https://vk.com/ctk40,https://wa.me/79036361331?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A"
Строительная компания, Калужская область,,Капиталстрой,tel:+74842750761,krovmira.ru,"https://vk.com/kroviyarus,https://instagram.com/krovlya_fasady_okna_kaluga,https://facebook.com/budunkevich1,https://ok.ru/group/56020845002767,https://wa.me/79657005550?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A"
Строительная компания, Калужская область,,Транс-Инфо,tel:+79208806704,стройкадомкалуга.рф,
Строительная компания, Калужская область,,СТРОИТЕЛЬНАЯ КОМПАНИЯ СПЕЦСТРОЙ,tel:+79105133139,sk-specstroi.com,"https://vk.com/skspecstroi,https://wa.me/79105133139?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79105133139"
Строительная компания, Калужская область,,СТРОЙЗАКАЗ40,tel:+79208737999,,"https://vk.com/club169503541,https://instagram.com/stroyzakaz40,https://wa.me/79208737999?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A"
Строительная компания, Калужская область,,Виста,tel:+79030263999,www.artstroika40.ru,"https://instagram.com/vista_kaluga,https://facebook.com/vista_kaluga,https://wa.me/79030263999?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79030263999"
Строительная компания, Калужская область,,С-Тест,tel:+74842220951,s-test.pro,"https://vk.com/club23595476,https://instagram.com/stest.kaluga,https://wa.me/79208980572?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79208980572"
Строительная компания, Калужская область,pauk.40@yandex.ru,"ПАУК, компания промышленного альпинизма",tel:+79657084040,утеплим-калуга.рф,"https://vk.com/club174880846,https://youtube.com/channel/UC8pWBGpTIgYXm4t9SwOMXDw,https://instagram.com/utepleniestenkaluga,https://ok.ru/group/55706057113615"
Строительная компания, Калужская область,,Сигурд,tel:+74842750536,,
Строительная компания, Калужская область,,АнКор,tel:+79206188855,"www.zabor-ankor.ru,ankor-24.ru","https://vk.com/ankorklg,https://instagram.com/zabor_ankor.ru"
Строительная компания, Калужская область,,Профстрой,tel:+74842550383,,
Строительная компания, Калужская область,,Строй-Ресурс,tel:+74842573580,,
Строительная компания, Калужская область,,Монолит-Калуга,tel:+74842578590,,
Строительная компания, Калужская область,,Идея Строй,tel:+79307540446,ideastroy.org,"https://vk.com/otdelka_info,https://instagram.com/ideya.stroy"
Строительная компания, Калужская область,,АСГО-Строй,tel:+74842757557,elitar40.dial-t.ru,
Строительная компания, Калужская область,,"ТАШИРСТРОЙ, строительная компания",tel:+74842573827,kaluga.tashirstroy.ru,
Строительная компания, Калужская область,,СтройТехПроект,tel:88002222636,www.pso-stp.ru,
Строительная компания, Калужская область,,ДревЭлит,tel:+74842410744,www.drevelite.ru,https://instagram.com/drevelite
Строительная компания, Калужская область,,Игла,tel:+74842400159,sk-igla.ru,https://vk.com/sk_igla
Строительная компания, Калужская область,,Детинец,tel:+79056425767,detinez.ru,https://wa.me/79056425767?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A
Строительная компания, Калужская область,,Фокс Вуд,tel:+74842404636,фоксвуд.рф,"https://vk.com/public200538029,https://wa.me/79533262277?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A"
Строительная компания, Калужская область,,Формула окон,tel:+79029893684,formula-kaluga.ru,"https://vk.com/formulakaluga,https://instagram.com/kaluga.okna,https://wa.me/79029893684?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A"
Строительная компания, Калужская область,,Единый Центр Строительства и Землеустройства,tel:+79036365268,"стройбудущее.рф,kirov.ecsiz.ru",
Строительная компания, Калужская область,,С-Тест,tel:+74842220951,s-test.pro,"https://vk.com/club23595476,https://instagram.com/stest.kaluga,https://wa.me/79208980572?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79208980572"
Строительная компания, Калужская область,,ЕвроФасад,tel:+74842560007,pkp-evrofasad.ru,https://wa.me/79107084514?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A
Строительная компания,Курская область,,ЗЕНИТ ЧЕРНОЗЕМЬЕ,tel:+79038724433,wzch.ru,"https://facebook.com/zenitchernoz46,https://instagram.com/zenitchernoz46,https://vk.com/wzch_kursk46,https://wa.me/79192107527?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79036525515,https://wa.me/79036525515?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A"
Строительная компания,Курская область,,Единый департамент недвижимости,tel:+74712747585,,viber://chat/?number=+79513385059
Строительная компания,Курская область,,WOOD MASTER,tel:+74712360451,"woodmaster-shop46.ru,бани-курск.рф,woodmaster-house.ru",https://instagram.com/wood_master_kursk
Строительная компания,Курская область,,ROOFFi,tel:+74712220992,krovlyakursk.ru,
Строительная компания,Курская область,,Автодор,tel:+74712384102,,
Строительная компания,Курская область,promgranitsz@yandex.ru,Промгранит,tel:+79623800546,promgranit46.ru,"https://wa.me/79623800546?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79623800546"
Строительная компания,Курская область,,"Плитка46, торговая компания",tel:+79513194315,"www.плитка46.рф,46.steinrus.ru","https://wa.me/79513194315?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79207054916"
Строительная компания,Курская область,,Огонек,tel:+79207375002,ogonek46.ru,https://instagram.com/ogonek_46
Строительная компания,Курская область,,Эльдекор XXI плюс,tel:+79100227060,www.eldecor-21.ru,"https://wa.me/79100227060?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79100227060"
Строительная компания,Курская область,mail@instep36.ru,Инстеп,tel:+74712770650,"instep46.ru,Смотреть цены на ЦИАН","https://vk.com/plevitskaya_instep,https://ok.ru/group/52856137908363,https://youtube.com/channel/UCEaVo7J3B_fkdU9V_T6i38w,https://instagram.com/instep46"
Строительная компания,Курская область,,КурскЭкоСтрой,tel:+74712311578,"курскэкострой.рф,kursk.ndmsip.ru,kurskecostroi.ru","https://ok.ru/profile/580544096420,https://vk.com/kurskecostroy,https://wa.me/79611997755?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://wa.me/79102132175?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A"
Строительная компания,Курская область,,Инженер,tel:+74712394485,www.ingener-kursk.ru,
Строительная компания,Курская область,,Инстеп,tel:+74712770650,instep46.ru,"https://vk.com/plevitskaya_instep,https://ok.ru/group/52856137908363,https://youtube.com/channel/UCEaVo7J3B_fkdU9V_T6i38w,https://instagram.com/instep46"
Строительная компания,Курская область,,Курский завод крупнопанельного домостроения им. А.Ф. Дериглазова,tel:+74712377431,www.kursksever.ru,
Строительная компания,Курская область,,ТИС,tel:+74712748311,tis.st,"https://instagram.com/gk.tis,https://wa.me/79129070535?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79129070535"
Строительная компания,Курская область,,Курский завод крупнопанельного домостроения им. А.Ф. Дериглазова,tel:+74712377431,www.kursksever.ru,
Строительная компания,Курская область,vladimir@megadom46.ru,МегаДом,tel:+74712309222,www.megadom46.ru,"https://instagram.com/megadom_46,https://vk.com/megadom46,https://wa.me/79100229222?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79100229222,viber://chat/?number=+79102704222"
Металлопрокат,Курская область,,Агропромсервис,tel:+74712511818,,
Металлопрокат,Курская область,,Нержавейка,tel:+79103135340,,"https://wa.me/79102127176?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://wa.me/79103135340?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79102127176"
Металлопрокат,Курская область,,ЕВРАЗ Металл Инпром,tel:88005553858,www.emi.evraz.com,
Металлопрокат,Курская область,,ЭкоСтрой,tel:+79191748777,,"https://wa.me/79191748777?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79191748777"
Металлопрокат,Курская область,,Магазин стройматериалов,tel:+79510764002,www.stroybazakursk.ru,
Металлопрокат,Курская область,,Велес +,tel:+74712500803,veleskursk.ru,
Металлопрокат,Москва,,АртСталь,tel:88007004599,td-artstal.ru,
Металлопрокат,Москва,,RUSGRATE,tel:88005058046,rusgrate.ru,"https://instagram.com/rusgrate,https://wa.me/79994660334?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A"
Металлопрокат,Москва,,МЕТАЛЛСЕРВИС,tel:88005551914,"www.mc.ru,mc.ru","https://twitter.com/oaometallservis,https://facebook.com/oaometallservice,https://instagram.com/metallservice"
Металлопрокат,Москва,,ИмпортСтил,tel:+74952042807,"www.importstil.ru,www.importsteel.ru",
Металлопрокат,Москва,,"Металлосплав, торговая компания",tel:+74952043050,metallosplav-msk.ru,
Металлопрокат,Москва,,Центрметалл,tel:+74959027334,centrmetall.com,"https://wa.me/79104403262?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,viber://chat/?number=+79104403262"
Металлопрокат,Москва,,ДИЛМЕТ,tel:+78125078668,dilmet.ru,
Металлопрокат,Москва,,7 диаметров,tel:88007075017,pipe7d.ru,
Металлопрокат,Москва,,ПАКО,tel:+74957272281,pako21.ru,https://facebook.com/pakometall
Металлопрокат,Москва,,СКС-МЕТАЛЛ,tel:+74959261973,www.sksmetall.ru,https://instagram.com/sks_group
Металлопрокат,Москва,,"Вэлдмет, торгово-производственная компания",tel:+74956468163,weldmet.ru,
Металлопрокат,Москва,,МегаСталь,tel:88002000182,mgstl.ru,"https://facebook.com/mgstl.ru,https://vk.com/mgstl"
Металлопрокат,Москва,,СТК ВЕГА,tel:+74956402181,vega-stk.ru,"https://twitter.com/metall_msk,https://vk.com/vegastk"
Металлопрокат,Москва,,МежМетКом,tel:+74957400520,mmk24.ru,"https://instagram.com/metall.mmk24,https://vk.com/public155928971,https://facebook.com/metall.mmk24"
